,address,effective_rent
926,"1801 Orange Blvd Way, Palm Harbor, FL 34683",1933
927,"1801 Princeton Lakes Dr, Brandon, FL 33511",1622
928,"1801 S Kirkman Rd, Orlando, FL 32811",1821
929,"1805 SW 4th Ct, Fort Lauderdale, FL 33312",1547
930,"18065 Promenade Park Ln, Lutz, FL 33558",2140
931,"1810 Bertha St, Jacksonville, FL 32207",1761
932,"1810 SE Pinewood Trail, Port St. Lucie, FL 34952",1606
933,"1810 Suncoast Crossing, Odessa, FL 33556",2026
934,"1810 Woodland Cir, Vero Beach, FL 32967",1031
935,"1811 Rogero Rd, Jacksonville, FL 32211",958
936,"1811 SE Walton Lakes Dr, Port St. Lucie, FL 34952",1529
937,"18130 NW 59th Ave, Hialeah, FL 33015",1750
938,"1818 Hollywood Blvd, Hollywood, FL 33020",2840
939,"1820 Crosstown Club Pl, Tampa, FL 33619",2000
940,"1820 Legends Ln, Daytona Beach, FL 32114",1846
941,"1820 Sunset Point Rd, Clearwater, FL 33765",1782
942,"18301 S Dixie Hwy, Palmetto Bay, FL 33157",2040
943,"1831 Emerson Ridge Rd, Celebration, FL 34747",2180
944,"1831 Renaissance Commons Blvd, Boynton Beach, FL 33426",2070
945,"1833 Halstead Blvd, Tallahassee, FL 32309",1386
946,"18335 NW 68th Ave, Hialeah, FL 33015",1894
947,"18402 Tapestry Lake Circle, Lutz, FL 33548",2229
948,"1850 N Williamson Blvd, Daytona Beach, FL 32117",1935
949,"1850 NE 48th St, Pompano Beach, FL 33064",1660
950,"1850 Providence Lakes Blvd, Brandon, FL 33511",1771
951,"1850 SE 18th Ave, Ocala, FL 34471",1706
952,"1851 LPGA Blvd, Daytona Beach, FL 32117",1840
953,"1861 NW 46th Ave, Lauderhill, FL 33313",1621
954,"1861 Stella Ln, Fort Walton Beach, FL 32548",1715
955,"1863 Wells Rd, Orange Park, FL 32073",1447
956,"1874 Brittany Dr, Indialantic, FL 32903",1781
957,"1874 Harmon Ave, Winter Park, FL 32789",2002
958,"1878 E 9 Mile Rd, Pensacola, FL 32514",1128
959,"188 E Crystal Lake Ave, Lake Mary, FL 32746",1719
960,"1880 Destiny Blvd, Kissimmee, FL 34741",2010
961,"1885 Shore Dr S, South Pasadena, FL 33707",2238
962,"1890 Tatnall Square, Vero Beach, FL 32966",2124
963,"18932 Addison Lake Drive, Land O' Lakes, FL 34638",1953
964,"1899 Reserve Blvd, Gulf Breeze, FL 32563",1533
965,"19 Chestnut Ave SE, Fort Walton Beach, FL 32548",844
966,"190 112th Ave N, St Petersburg, FL 33716",1911
967,"190 Independence Ln, Maitland, FL 32751",2019
968,"190 N Old Corry Field Rd, Pensacola, FL 32507",1272
969,"190 SE 5th Ave, Delray Beach, FL 33483",2954
970,"1900 55th Ave S, St Petersburg, FL 33712",1466
971,"1900 Bella Vista Way, Port St. Lucie, FL 34952",1693
972,"1900 Centre Pointe Blvd, Tallahassee, FL 32308",1682
973,"1900 Elevate Ave, Navarre, FL 32566",2212
974,"1900 Olevia St, Jacksonville, FL 32207",1779
975,"1900 Post Rd, Melbourne, FL 32935",1265
976,"1900 Reserve Blvd, Gulf Breeze, FL 32563",1796
977,"1900 S Conway Rd, Orlando, FL 32812",1517
978,"1900 S Treasure Dr, North Bay Village, FL 33141",2385
979,"1900 SE Hillmoor Dr, Port St. Lucie, FL 34952",2051
980,"1900 SW 122nd Ave, Miami, FL 33175",2042
981,"1900 SW 8th St, Miami, FL 33135",2665
982,"1900 SW Aledo Ln, Port St. Lucie, FL 34953",2033
983,"1900 Sans Souci Blvd, North Miami, FL 33181",1473
984,"1901 Lyons Rd, Coconut Creek, FL 33063",2146
985,"1902 SW 42nd Way, Gainesville, FL 32607",1087
986,"1905 Promenade Way, Jacksonville, FL 32207",1781
987,"1906 Griffin Rd, Lakeland, FL 33810",1771
988,"19093 Cresenzo Ct, Fort Myers, FL 33967",2342
989,"19098 NW 57th Ave, Hialeah, FL 33015",1742
990,"1913 Art Museum Dr, Jacksonville, FL 32207",1167
991,"1913 Woodhaven Cir, Rockledge, FL 32955",1689
992,"19135 US Hwy 19 N, Clearwater, FL 33764",1775
993,"1914 Frankford Ave, Panama City, FL 32405",915
994,"1918 Plantation Key Cir, Brandon, FL 33511",1799
995,"1919 SE 10th Ave, Fort Lauderdale, FL 33316",2346
996,"1919 Sterling Palms Ct, Brandon, FL 33511",1689
997,"1920 Spade Fish Blvd, Trinity, FL 34655",1975
998,"1921 NW N River Dr, Miami, FL 33125",1737
999,"1927 Sanford Cir, Sarasota, FL 34234",1167
1000,"19279 NW 27th Ave, Miami Gardens, FL 33056",2568
1001,"1931 W 16th Ct, Riviera Beach, FL 33404",1388
1002,"1935 S Kirkman Rd, Orlando, FL 32811",1713
1003,"19355 US Hwy 19 N, Clearwater, FL 33764",2625
1004,"1939 Grand Isle Cir, Orlando, FL 32810",2104
1005,"1941 NW 136th Ave, Sunrise, FL 33323",2699
1006,"19455 NE 10th Ave, Miami, FL 33179",2208
1007,"1949 Cove Lake Rd, North Lauderdale, FL 33068",2035
1008,"1950 Pebble Ridge Ln, Sanford, FL 32771",1986
1009,"1950 Polo Lake Blvd, Wellington, FL 33414",2748
1010,"1950 W 49th St, Hialeah, FL 33012",1666
1011,"1951 Brandywine Rd, West Palm Beach, FL 33409",2146
1012,"1951 NW S River Dr, Miami, FL 33125",2367
1013,"19520 Highland Oaks Dr, Estero, FL 33928",2159
1014,"1968 Lake Heritage Cir, Orlando, FL 32839",1598
1015,"19680 E Country Club Dr, Aventura, FL 33180",3170
1016,"1969 Crystal Grove Dr, Lakeland, FL 33801",981
1017,"198 Arora Blvd, Orange Park, FL 32073",1374
1018,"1980 Lake Fountain Dr, Orlando, FL 32839",1552
1019,"1989 Americana Blvd, Orlando, FL 32839",1312
1020,"1990 Augustine Rd, West Palm Beach, FL 33411",2366
1021,"20 W Hwy 4, Century, FL 32535",1125
1022,"20 W Lucerne Cir, Orlando, FL 32801",1670
1023,"200 78th Ave N, St Petersburg, FL 33702",1188
1024,"200 Ave C SW, Winter Haven, FL 33880",1803
1025,"200 Ave K SE, Winter Haven, FL 33880",1461
1026,"200 College Rd, Palatka, FL 32177",1208
1027,"200 Commodore Dr, Plantation, FL 33325",2339
1028,"200 Emerald Ave, Lake Wales, FL 33853",818
1029,"200 Kings Point Dr, Sunny Isles Beach, FL 33160",3407
1030,"200 Maltese Cir, Fern Park, FL 32730",1472
1031,"200 N Starcrest Dr, Clearwater, FL 33765",1198
1032,"200 NE 20th St, Boca Raton, FL 33431",1766
1033,"200 Page Bacon Rd, Mary Esther, FL 32569",2150
1034,"200 Riverside Ave, Jacksonville, FL 32202",1996
1035,"200 Village Pl, Davenport, FL 33896",1872
1036,"2000 Gandy Blvd N, St Petersburg, FL 33702",1208
1037,"2000 Merchants Row Blvd, Tallahassee, FL 32311",1568
1038,"2000 N Meridian Rd, Tallahassee, FL 32303",1226
1039,"2000 River Reach Dr, Naples, FL 34104",2096
1040,"2000 SW 16th St, Gainesville, FL 32608",1297
1041,"2000 Salzedo St, Coral Gables, FL 33134",4064
1042,"2000 Village Ln, Winter Park, FL 32792",1271
1043,"2001 Glenridge Way, Winter Park, FL 32792",990
1044,"2001 Hodges Blvd, Jacksonville, FL 32224",1548
1045,"2001 Ludlam Rd, Miami, FL 33155",2653
1046,"2001 N Federal Hwy, Delray Beach, FL 33483",2988
1047,"2001 Rivertree Cir, Orlando, FL 32839",1076
1048,"2002 Colonial Parc Dr, Tampa, FL 33612",1018
1049,"2004 98 Palms Blvd, Destin, FL 32541",2212
1050,"20080 W Dixie Hwy, Miami, FL 33180",3172
1051,"201 4th St S, St Petersburg, FL 33701",2618
1052,"201 Harbor City Pkwy, Indian Harbour Beach, FL 32937",1687
1053,"201 Kenbrook Way, Davenport, FL 33896",2014
1054,"201 Plantation Club Dr, Melbourne, FL 32940",1799
1055,"201 S Palm Ave, Sarasota, FL 34236",3405
1056,"201 SE 2nd Ave, Miami, FL 33131",3101
1057,"201 SW Joan Jefferson Way, Stuart, FL 34994",2464
1058,"201 W 65th St, Hialeah, FL 33012",1928
1059,"2010 Jennifer Dr, Davenport, FL 33837",1916
1060,"2015 Blue Rock Dr, Tampa, FL 33612",1431
1061,"2015 New Stone Castle Ter, Winter Park, FL 32792",1815
1062,"2019 S Semoran Blvd, Orlando, FL 32822",1212
1063,"202 S Parker St, Tampa, FL 33606",3050
1064,"202 Windwood Oaks Dr, Tampa, FL 33613",1594
1065,"2020 E Edgewood Dr, Lakeland, FL 33803",1508
1066,"2020 Wells Rd, Orange Park, FL 32073",1262
1067,"2021 N Lemans Blvd, Tampa, FL 33607",2203
1068,"2035 Kings Hwy, Clearwater, FL 33755",1147
1069,"2035 Philippe Pkwy, Safety Harbor, FL 34695",1337
1070,"2037 Polo Gardens Dr, Wellington, FL 33414",2226
1071,"2039 N Meridian Rd, Tallahassee, FL 32303",1212
1072,"204 Hawthorne Groves Blvd, Orlando, FL 32835",1739
1073,"204 Potters Bluff Dr, Panama City Beach, FL 32407",1722
1074,"2045 E Bay Dr, Largo, FL 33771",1803
1075,"2045 Jammes Rd, Jacksonville, FL 32210",1055
1076,"205 SE 16th Ave, Gainesville, FL 32601",1579
1077,"205 SW 75th St, Gainesville, FL 32607",1424
1078,"2050 E Edgewood Dr, Lakeland, FL 33803",999
1079,"2051 SE Hillmoor Dr, Port St. Lucie, FL 34952",2344
1080,"20525 S Charlston St, Boca Raton, FL 33434",3789
1081,"2054 Riverside Ave, Jacksonville, FL 32204",2064
1082,"2055 Lake Baldwin Ln, Orlando, FL 32814",2374
1083,"2055 Thomasville Rd, Tallahassee, FL 32308",1321
1084,"2056 NW 55th Blvd, Gainesville, FL 32653",966
1085,"2060 Continental Ave, Tallahassee, FL 32304",1051
1086,"20601 NW 17th Ave, Miami Gardens, FL 33056",1367
1087,"2065 N Highland Ave, Clearwater, FL 33755",1668
1088,"207 SE 2nd Pl, Gainesville, FL 32601",1929
1089,"2074 Midyette Rd, Tallahassee, FL 32301",1106
1090,"2075 N Highland Ave, Clearwater, FL 33755",1216
1091,"209 Bent Creek Rd, Crestview, FL 32539",589
1092,"209 Chandler St, Cape Canaveral, FL 32920",1020
1093,"20940 Uptown Avenue, Boca Raton, FL 33428",3406
1094,"20941 San Simeon Way, Miami, FL 33179",2516
1095,"2098 Seminole Blvd, Largo, FL 33778",2423
1096,"21 NE 22nd St, Miami, FL 33137",3398
1097,"210 3rd St W, Bradenton, FL 34205",1862
1098,"210 Interchange Dr NE, Palm Bay, FL 32907",1173
1099,"210 Welcome Way, Fern Park, FL 32730",1443
1100,"2100 Nursery Rd, Clearwater, FL 33764",1279
1101,"2100 PGA Boulevard, Palm Beach Gardens, FL 33408",2673
1102,"2100 S Conway Rd, Orlando, FL 32812",1566
1103,"2100 SW 8th St, Miami, FL 33135",2529
1104,"2100 W Oak Ridge Rd, Orlando, FL 32809",1393
1105,"2101 Scenic Hwy, Pensacola, FL 32503",1378
1106,"2101 Vineyard Blvd, Kissimmee, FL 34741",1686
1107,"2101 W. Highway 390, Lynn Haven, FL 32444",1280
1108,"2101 Walden Park Cir, Kissimmee, FL 34744",1040
1109,"2102 E Park Ave, Tallahassee, FL 32301",1232
1110,"2102 Fountain Blvd, Kissimmee, FL 34741",1115
1111,"2102 S 29th St, Fort Pierce, FL 34947",1180
1112,"2109 Polo Club Dr, Kissimmee, FL 34741",1634
1113,"211 Caroline St, Cape Canaveral, FL 32920",983
1114,"2110 Lynwind Blvd, Davenport, FL 33896",1802
1115,"2110 N Ola Ave, Tampa, FL 33602",2811
1116,"2111 Brandywine Rd, West Palm Beach, FL 33409",1959
1117,"2114 Kings Park Dr, Jacksonville, FL 32209",714
1118,"2114 Nebula Way, West Melbourne, FL 32904",1941
1119,"2115 Malibu Lake Cir, Naples, FL 34119",2607
1120,"212 Katherine Blvd, Palm Harbor, FL 34684",1886
1121,"2120 Village Park Rd, Plant City, FL 33563",1758
1122,"2121 Burwick Ave, Orange Park, FL 32073",1534
1123,"2121 Harrison Ave, Panama City, FL 32405",1433
1124,"2121 S Hiawassee Rd, Orlando, FL 32835",1584
1125,"21227 US Hwy 19 N, Clearwater, FL 33765",1539
1126,"2125 Jackson Bluff Rd, Tallahassee, FL 32304",789
1127,"2130 Leather Fern Dr, Odessa, FL 33556",2155
1128,"2130 Mayport Rd, Atlantic Beach, FL 32233",1449
1129,"214 Racetrack Rd NW, Fort Walton Beach, FL 32547",1940
1130,"21409 Town Lakes Dr, Boca Raton, FL 33486",2354
1131,"2141 Vinings Cir, Wellington, FL 33414",2493
1132,"2143 Raper Dairy Rd, Orlando, FL 32822",1291
1133,"2145 NE 164th St, North Miami Beach, FL 33162",2408
1134,"2148 54th Ave S, St Petersburg, FL 33712",1568
1135,"215 107th St Cir E, Bradenton, FL 34212",1865
1136,"215 Hunters Lk Wy, Ponte Vedra Beach, FL 32081",2182
1137,"215 N New River Dr E, Fort Lauderdale, FL 33301",4964
1138,"215 Orange View Ln, Lakeland, FL 33803",1023
1139,"215 SE 5th St, Hallandale Beach, FL 33009",2670
1140,"215 SE 8th Ave, Fort Lauderdale, FL 33301",4076
1141,"2150 62nd Terrace S, St Petersburg, FL 33712",1439
1142,"2150 Lake Highland Blvd, Lakeland, FL 33813",1611
1143,"2150 N Bayshore Dr, Miami, FL 33137",3565
1144,"2150 Spencer Rd, Orange Park, FL 32073",1467
1145,"2155 Great Blue Dr, Naples, FL 34112",2137
1146,"2155 Robert J Conlin Blvd NE, Palm Bay, FL 32905",1863
1147,"2157 Haverhill Rd, West Palm Beach, FL 33415",2074
1148,"2159 Nursery Rd, Clearwater, FL 33764",1659
1149,"216 Three Islands Boulevard, Hallandale Beach, FL 33009",2815
1150,"2160 Mayport Rd, Jacksonville, FL 32233",1532
1151,"21630 SW 104th Ct, Miami, FL 33190",1198
1152,"2165 Van Buren St, Hollywood, FL 33020",2589
1153,"2166 Dunsford Terrace, Jacksonville, FL 32207",1216
1154,"2168 Druid Rd, Clearwater, FL 33764",2062
1155,"2170 NW 183rd St, Miami Gardens, FL 33056",630
1156,"2174 Sharp Ct, Fern Park, FL 32730",1166
1157,"2175 62nd St N, Clearwater, FL 33760",1373
1158,"2175 Frankford Ave, Panama City, FL 32405",1074
1159,"218 NW 8th St, Miami, FL 33136",2398
1160,"2185 Judge Fran Jamieson Way, Melbourne, FL 32940",2252
1161,"219 Monastery Ct, Valrico, FL 33594",1166
1162,"2190 S Palmetto Ave, South Daytona, FL 32119",1200
1163,"21925 Mizner Way, Boca Raton, FL 33433",2634
1164,"22 NW Wright Pkwy, Fort Walton Beach, FL 32548",1023
1165,"220 Belgian Dr, West Melbourne, FL 32904",1791
1166,"220 Calibre Downs Ln, Palm Harbor, FL 34684",1707
1167,"220 Riverside Ave, Jacksonville, FL 32202",1802
1168,"220 S Semoran Blvd, Winter Park, FL 32792",1419
1169,"220 SE 2nd St, Fort Lauderdale, FL 33301",3583
1170,"220 Savannah Lakes Dr, Boynton Beach, FL 33436",2105
1171,"2200 Bloods Grove Cir, Delray Beach, FL 33445",3200
1172,"2200 Cedar Trace Cir, Tampa, FL 33613",1448
1173,"2200 Flagler Promenade Way, Maitland, FL 32751",2132
1174,"2200 Oasis Palm Cir, Cape Coral, FL 33991",1956
1175,"2200 Thomas Dr, Panama City, FL 32408",1823
1176,"2200 Villa Verano Way, Kissimmee, FL 34744",1800
1177,"2201 Hampton Greens Blvd, Melbourne, FL 32935",1751
1178,"2201 Ludlam Rd, Miami, FL 33155",2353
1179,"2201 N Australian Ave, West Palm Beach, FL 33407",1771
1180,"2201 NW Federal Hwy, Stuart, FL 34994",2160
1181,"2201 Sole Mia Sq Ln, North Miami, FL 33181",2840
1182,"2202 N Lois Ave, Tampa, FL 33607",2308
1183,"2202 W Pensacola St, Tallahassee, FL 32304",894
1184,"2203 Beck Ave, Panama City, FL 32405",1198
1185,"2205 SE 14th Ave, Ocala, FL 34471",875
1186,"2207 Lake Debra Dr, Orlando, FL 32835",1922
1187,"221 Lake Ave NE, Largo, FL 33771",1623
1188,"221 SW 12th St, Miami, FL 33130",2673
1189,"2210 N Australian Ave, West Palm Beach, FL 33407",1479
1190,"2211 Grand Isle Dr, Brandon, FL 33511",1889
1191,"2211 River Park Cir, Orlando, FL 32817",1701
1192,"22148 Boca Pl Dr, Boca Raton, FL 33433",2507
1193,"22182 Bella Lago Dr, Boca Raton, FL 33433",4068
1194,"222 Blairmore Blvd E, Orange Park, FL 32073",1369
1195,"222 Kingfisher Way, Royal Palm Beach, FL 33411",2331
1196,"222 N Hiawassee Rd, Orlando, FL 32835",1741
1197,"2220 Gloria Cir, Pensacola, FL 32514",1682
1198,"2220 Lake Worth Rd, Lake Worth Beach, FL 33461",2057
1199,"2220 NW 55th Blvd, Gainesville, FL 32653",1070
1200,"2220 SW 34th St, Gainesville, FL 32608",1195
1201,"2220 W First St, Fort Myers, FL 33901",2403
1202,"22201 Fountain Lakes Blvd, Estero, FL 33928",1699
1203,"2221 Orange Ave, Tallahassee, FL 32311",1873
1204,"2225 Nursery Rd, Clearwater, FL 33764",1678
1205,"2230 Nursery Rd, Clearwater, FL 33764",1433
1206,"2232 N Spring Glade Cir, Tampa, FL 33613",949
1207,"22356 Calibre Ct, Boca Raton, FL 33433",2447
1208,"225 E Edgewood Dr, Lakeland, FL 33803",1629
1209,"225 Sunlight Ln, Lake Mary, FL 32746",1946
1210,"2250 Blue Hesper Dr, Kissimmee, FL 34741",1926
1211,"2250 Bluff Oak Way, Tallahassee, FL 32311",1786
1212,"2250 McGregor Blvd, Fort Myers, FL 33901",2353
1213,"22573 SW 66th Ave, Boca Raton, FL 33428",2092
1214,"2260 Ringling Blvd, Sarasota, FL 34237",2203
1215,"2262 Crippen Ct, Melbourne, FL 32904",1443
1216,"2263 SW 37th Ave, Miami, FL 33145",2635
1217,"2277 Arbour Walk Cir, Naples, FL 34109",1605
1218,"2285 Marsh Hawk Ln, Fleming Island, FL 32003",1630
1219,"2288 Erikson Park Cir, Auburndale, FL 33823",2288
1220,"22980 Vista Edera Cir, Estero, FL 33928",2363
1221,"2299 10th Rd SW, Vero Beach, FL 32962",934
1222,"230 NE 4th St, Miami, FL 33132",3175
1223,"2300 Bluff Oak Way, Tallahassee, FL 32311",1677
1224,"2300 Econ Cir, Orlando, FL 32817",1517
1225,"2300 Laurel Rd E, North Venice, FL 34275",2353
1226,"2300 N 29th Ave, Hollywood, FL 33020",2675
1227,"2300 Simpson Ridge Cir, Kissimmee, FL 34744",945
1228,"2301 NW 167th St, Miami Gardens, FL 33056",2202
1229,"2301 S Congress Ave, Boynton Beach, FL 33426",2315
1230,"2301 Wellington Green Dr, Wellington, FL 33414",2496
1231,"2302 Visconti Blvd, Tampa, FL 33619",2079
1232,"2304 N Congress Ave, Riviera Beach, FL 33404",1745
1233,"2305 46th Ave W, Bradenton, FL 34207",1783
1234,"2307 Cumberland Cir, Clearwater, FL 33763",1603
1235,"2310 SW 17th Pl, Cape Coral, FL 33991",1948
1236,"23126 Post Gardens Way, Boca Raton, FL 33433",2286
1237,"2320 S Conway Rd, Orlando, FL 32812",1324
1238,"2321 Laguna Cir, North Miami, FL 33181",2694
1239,"2323 SW 35th Pl, Gainesville, FL 32608",1116
1240,"2330 SW Williston Rd, Gainesville, FL 32608",1630
1241,"2333 Lake Debra Dr, Orlando, FL 32835",1925
1242,"2335 SW 35th Pl, Gainesville, FL 32608",1260
1243,"2335 W Seminole Blvd, Sanford, FL 32771",1562
1244,"2337 SW Archer Rd, Gainesville, FL 32608",1918
1245,"2343 N Central Ave, Kissimmee, FL 34741",1400
1246,"2346 Winkler Ave, Fort Myers, FL 33901",1700
1247,"235 3rd Ave N, St Petersburg, FL 33701",2344
1248,"235 Highbanks Blvd, Daytona Beach, FL 32114",1673
1249,"235 Sidonia Ave, Coral Gables, FL 33134",1380
1250,"2350 Cypress Pond Rd, Palm Harbor, FL 34683",1759
1251,"2350 Phillips Rd, Tallahassee, FL 32308",1509
1252,"2351 N Williamson Blvd, Daytona Beach, FL 32117",1975
1253,"2353 Mission Rd, Tallahassee, FL 32304",1169
1254,"2355 W Michigan Ave, Pensacola, FL 32526",1316
1255,"2357 Greengate Cir, West Palm Beach, FL 33415",1096
1256,"2360 NW 56th Ave, Lauderhill, FL 33313",1984
1257,"2367 Bear Creek Dr, Naples, FL 34109",1104
1258,"2370 SW Archer Rd, Gainesville, FL 32608",1213
1259,"2375 NE 173rd St, North Miami Beach, FL 33160",1548
1260,"2395 Woodwind Trail, Melbourne, FL 32935",1667
1261,"240 Harmon Ave, Panama City, FL 32401",1267
1262,"240 N Miami Ave, Miami, FL 33128",3462
1263,"240 NW 25th St, Miami, FL 33127",2841
1264,"240 Whispering Oaks Ct, Orange City, FL 32763",1404
1265,"2400 Academy Cir E, Kissimmee, FL 34744",1446
1266,"2400 Clubside Ct, Palm Harbor, FL 34683",1843
1267,"2400 Howell Branch Rd, Winter Park, FL 32792",1268
1268,"2400 NE 65th St, Fort Lauderdale, FL 33308",2478
1269,"24001 Madaca Ln, Port Charlotte, FL 33954",2166
1270,"2401 Jammes Rd, Jacksonville, FL 32210",842
1271,"2401 Lakewood Ranch Blvd N, Sarasota, FL 34240",1882
1272,"2401 S Bumby Ave, Orlando, FL 32806",1408
1273,"2401 W Morrison Ave, Tampa, FL 33629",2075
1274,"2403 S 25th St, Fort Pierce, FL 34981",1087
1275,"2404 SE 5th Cir, Ocala, FL 34471",1160
1276,"2405 Stanford Rd, Panama City, FL 32405",999
1277,"2409 E 2nd Ave, Tampa, FL 33605",2024
1278,"2409 S Conway Rd, Orlando, FL 32812",1557
1279,"241 NE 38th St, Oakland Park, FL 33334",1668
1280,"2411 SW 35th Pl, Gainesville, FL 32608",875
1281,"2413 N Tamiami Trail, Sarasota, FL 34234",2821
1282,"2415 Treasure Landing Pkwy, Ocoee, FL 34761",2151
1283,"24150 Beatrix Blvd, Port Charlotte, FL 33954",2013
1284,"24151 Beatrix Blvd, Port Charlotte, FL 33954",1975
1285,"2420 Central Park Dr, Melbourne, FL 32935",1661
1286,"2423 Areca Palm Dr, Apopka, FL 32703",1908
1287,"2425 2nd Ave N, Lake Worth, FL 33461",2150
1288,"2427 E Mall Dr, Fort Myers, FL 33901",1308
1289,"24284 Peaceful Brook Loop, Port Charlotte, FL 33980",3364
1290,"2429 Maiden's Bluff Ave, Davenport, FL 33837",2754
1291,"2430 Lake Worth Rd, Lake Worth, FL 33461",2004
1292,"2434 Metfield Drive, Melbourne, FL 32940",2480
1293,"2436 Centergate Dr, Miramar, FL 33025",2170
1294,"2437 Americana Blvd, Orlando, FL 32839",1865
1295,"2439 Casona Ln, Melbourne, FL 32940",1950
1296,"2445 Dunn Ave, Jacksonville, FL 32218",1521
1297,"245 Loraine Dr, Altamonte Springs, FL 32714",975
1298,"2450 Hartwell Ave, Sanford, FL 32771",1524
1299,"2450 Lake Debra Dr, Orlando, FL 32835",2051
1300,"2450 S Park Rd, Hallandale Beach, FL 33009",1415
1301,"24555 US-331, Santa Rosa Beach, FL 32459",1827
1302,"2468 13th Ave N, St Petersburg, FL 33713",1797
1303,"2476 Atlantis Dr, Fort Pierce, FL 34981",1160
1304,"248 E University Blvd, Melbourne, FL 32901",1197
1305,"2480 Cherry Laurel Dr, Sanford, FL 32771",1740
1306,"2481 NE Coachman Rd, Clearwater, FL 33765",1704
1307,"2481 Oak Gardens Ln, Hollywood, FL 33020",1503
1308,"2490 S Conway Rd, Orlando, FL 32812",1590
1309,"25 Knight Boxx Rd, Orange Park, FL 32065",1594
1310,"25 N Belcher Rd., Clearwater, FL 33765",1634
1311,"250 Carillon Pkwy, St Petersburg, FL 33716",2040
1312,"250 Cherry Ridge Dr, Jacksonville, FL 32222",1582
1313,"250 Congress Park Dr, Delray Beach, FL 33445",2502
1314,"250 NW 130th Ave, Pembroke Pines, FL 33028",2608
1315,"250 W Sample Rd, Pompano Beach, FL 33064",1909
1316,"2500 Biscayne Blvd, Miami, FL 33137",3502
1317,"2500 FL-44, New Smyrna Beach, FL 32168",1975
1318,"2500 Howell Branch Rd, Winter Park, FL 32792",1754
1319,"2500 Jr St, Orange City, FL 32763",1736
1320,"2500 Merchants Row Blvd, Tallahassee, FL 32311",1444
1321,"2500 Spring Harbor Cir, Mt Dora, FL 32757",1078
1322,"2500 Springdale Blvd, Palm Springs, FL 33461",1872
1323,"2501 N Alafaya Trail, Orlando, FL 32826",1600
1324,"2501 N Orange Blossom Trl, Orlando, FL 32804",1709
1325,"25011 SW 130th Ave, Princeton, FL 33032",2089
1326,"2504 W 56th St, Hialeah, FL 33016",1587
1327,"2505 Liberty Park Dr, Cape Coral, FL 33909",2229
1328,"2508 10th Ave N, Lake Worth, FL 33461",1971
1329,"2509 Cattlemen Rd, Sarasota, FL 34232",2197
1330,"251 Vinings Way Blvd, Destin, FL 32541",2150
1331,"2510 NE 9th St, Gainesville, FL 32609",1447
1332,"2511 Sennett Dr, Leesburg, FL 34748",1074
1333,"2515 W Frierson Ave, Tampa, FL 33614",1430
1334,"2516 Annapolis Way, Brandon, FL 33511",1876
1335,"2519 N Ocean Blvd, Boca Raton, FL 33431",2909
1336,"252 Wheelhouse Ln, Lake Mary, FL 32746",2026
1337,"2520 S Conway Rd, Orlando, FL 32812",1619
1338,"2524 Alexander Pl, Clearwater, FL 33763",2055
1339,"2527 W Oak Ridge Rd, Orlando, FL 32809",1812
1340,"2535 Jammes Rd, Jacksonville, FL 32210",873
1341,"25350 US Hwy 19 N, Clearwater, FL 33763",1567
1342,"2540 Roy Hanna Dr S, St Petersburg, FL 33712",1665
1343,"2541 NW 84th Ave, Doral, FL 33122",3007
1344,"2545 NE Coachman Rd, Clearwater, FL 33765",1728
1345,"255 Evernia St, West Palm Beach, FL 33401",2567
1346,"255 SW 11th St, Miami, FL 33130",3114
1347,"2550 Citrus Tower Blvd, Clermont, FL 34711",1833
1348,"2550 Stag Run Blvd, Clearwater, FL 33765",1619
1349,"2553 State Rd A1A, Jacksonville, FL 32233",1032
1350,"2554 Oak Trail S, Clearwater, FL 33764",1668
1351,"256 Barton Blvd, Rockledge, FL 32955",1814
1352,"2560 Judge Fran Jamieson Way, Melbourne, FL 32940",2309
1353,"2562 10th St, Sarasota, FL 34237",1747
1354,"257 Milwaukee Ave, Dunedin, FL 34698",1566
1355,"2570 Ann Rou Rd, Tavares, FL 32778",1422
1356,"2571 SW 79th Ave, Davie, FL 33324",1810
1357,"2573 NW 49th Ave, Lauderdale Lakes, FL 33313",1115
1358,"2575 University Pkwy, Sarasota, FL 34243",2353
1359,"258 S Arnold Rd, Panama City Beach, FL 32413",992
1360,"2580 NW 56th Ave, Lauderhill, FL 33313",1863
1361,"2580 SW Windsong Cir, Lake City, FL 32025",855
1362,"2580 Wild Pines Ln, Naples, FL 34112",1690
1363,"2590 Greenhill Way, Oviedo, FL 32765",2362
1364,"2600 Executive Dr, Venice, FL 34292",2063
1365,"2600 Lake Betty Blvd, Apopka, FL 32703",1886
1366,"2600 Marina Bay Dr E, Fort Lauderdale, FL 33312",2179
1367,"2600 Miccosukee Rd, Tallahassee, FL 32308",1299
1368,"2600 N Rocky Point Dr, Tampa, FL 33607",2238
1369,"2600 SW Williston Rd, Gainesville, FL 32608",1118
1370,"2600 W Grand Reserve Cir, Clearwater, FL 33759",2033
1371,"2601 Pledge Rd, Kissimmee, FL 34741",1980
1372,"2602 Fountainview Cir, Naples, FL 34109",2208
1373,"2602 Silver Hills Dr, Orlando, FL 32818",1080
1374,"2603 Silkwood Cir, Orlando, FL 32818",1862
1375,"2605 Columbia Blvd, Titusville, FL 32780",1450
1376,"2607 Harrier Ct, Apopka, FL 32703",2688
1377,"261 Riverside Dr, Holly Hill, FL 32117",1503
